Total Size,u-ch427-n96-max18-stdev-ens00,0,0
Total Size,u-ch427-n96-max18-stdev-ens01,1,91664
Total Size,u-ch427-n96-max18-stdev-ens02,2,91664
Total Size,u-ch427-n96-max18-stdev-ens03,3,91664
Total Size,u-ch427-n96-max18-stdev-ens04,4,91664
Total Size,u-ch427-n96-max18-stdev-ens05,5,91664
Total Size,u-ch427-n96-max18-stdev-ens06,6,91664
Total Size,u-ch427-n96-max18-stdev-ens07,7,91664
Total Size,u-ch427-n96-max18-stdev-ens08,8,91664
Total Size,u-ch427-n96-max18-stdev-ens09,9,91664
Total Size,u-ch427-n96-max18-stdev-ens10,10,91664
Total Size,u-ch427-n96-max18-stdev-ens11,11,91664
Total Size,u-ch427-n96-max18-stdev-ens12,12,91664
Total Size,u-ch427-n96-max18-stdev-ens13,13,91664
Total Size,u-ch427-n96-max18-stdev-ens14,14,91664
Total Size,u-ch427-n96-max18-stdev-ens15,15,91660
Total Size,u-ch427-n96-max18-stdev-ens16,16,91664
Total Size,u-ch427-n96-max18-stdev-ens17,17,91660
Total Size,u-ch427-n96-max18-stdev-ens18,18,91668
